CraneId;ContainerId;PickupTime;EndTime;CranePickupPosX;CranePickupPosY;CraneEndPosX;CraneEndPosY;
1;155;6.0;9.0;16.0;7.5;19.0;4.5
0;153;18.5;28.5;10.5;5.5;0.5;4.5
1;25;33.5;38.5;14.0;0.5;19.0;1.5
0;40;46.0;51.0;8.0;6.5;3.0;5.5
1;105;56.0;62.0;14.0;4.5;8.0;4.5
0;105;73.0;82.0;14.0;4.5;5.0;4.5
1;115;87.0;96.5;12.5;9.5;8.0;0.0
0;115;104.0;112.0;12.5;9.5;7.5;1.5
